"state_name","state_id","year","file_id","speaker","party","type","quality","source","remarks"
"Alaska","AK",2016,"AK2016.txt","Walker_Bill","other","sots","as prepared","https://web.archive.org/web/20170118115600/https://gov.alaska.gov/newsroom/2016/01/bold-steps-new-beginnings-alaskans-pulling-together/",
"Alaska","AK",2017,"AK2017.txt","Walker_Bill","other","sots","as prepared","https://web.archive.org/web/20170216234837/https://gov.alaska.gov/newsroom/2017/01/2017-state-of-the-state/",
"Alaska","AK",2018,"AK2018.txt","Walker_Bill","other","sots","as prepared","https://www.adn.com/politics/2018/01/18/watch-live-alaska-gov-bill-walker-delivers-state-of-the-state-address/",
"Alaska","AK",2019,"AK2019.txt","Dunleavy_Mike","republican","sots","as prepared","https://gov.alaska.gov/newsroom/2019/01/22/2019-state-of-the-state-address/",
"Alaska","AK",2020,"AK2020.txt","Dunleavy_Mike","republican","sots","as prepared","https://gov.alaska.gov/newsroom/2020/01/27/2020-state-of-the-state-address/",
"Alaska","AK",2021,"AK2021.txt","Dunleavy_Mike","republican","sots","as prepared","https://web.archive.org/web/20210506163516/https://gov.alaska.gov/newsroom/2021/01/28/2021-state-of-the-state-address/",
"Alaska","AK",2022,"AK2022.txt","Dunleavy_Mike","republican","sots","as prepared","https://gov.alaska.gov/newsroom/2022/01/26/governor-dunleavy-addresses-alaskans-in-fourth-state-of-the-state/",
"Alabama","AL",1995,"AL1995.txt","James_Forrest_H._'Fob'_Jr.","republican","sots","as prepared","https://web.archive.org/web/19980213174716/http://www.state.al.us/state95.html",
"Alabama","AL",1996,"AL1996.txt","James_Forrest_H._'Fob'_Jr.","republican","sots","as prepared","https://web.archive.org/web/19980213174356/http://www.state.al.us/state96.html",
"Alabama","AL",1997,"AL1997.txt","James_Forrest_H._'Fob'_Jr.","republican","sots","as prepared","https://web.archive.org/web/19980213174142/http://www.state.al.us/state97.html",
"Alabama","AL",1998,"AL1998.txt","James_Forrest_H._'Fob'_Jr.","republican","sots","as prepared","https://web.archive.org/web/19980213114415/http://www.state.al.us/news_rel/98add.html",
"Alabama","AL",1999,"AL1999.txt","Siegelman_Donald","democratic","sots","as prepared","https://web.archive.org/web/20000831192833/http://www.governor.state.al.us/news/speeches/speeches-state-of-state.html",
"Alabama","AL",2000,"AL2000.txt","Siegelman_Donald","democratic","sots","as prepared","https://web.archive.org/web/20000831192910/http://www.governor.state.al.us/news/speeches/speeches-state-of-state-2000.html",
"Alabama","AL",2001,"AL2001.txt","Siegelman_Donald","democratic","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=02/06/2001",
"Alabama","AL",2002,"AL2002.txt","Siegelman_Donald","democratic","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=01/08/2002",
"Alabama","AL",2003,"AL2003.txt","Riley_Bob","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=03/04/2003",
"Alabama","AL",2004,"AL2004.txt","Riley_Bob","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=02/04/2004",
"Alabama","AL",2005,"AL2005.txt","Riley_Bob","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=02/01/2005",
"Alabama","AL",2006,"AL2006.txt","Riley_Bob","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=01/10/2006",
"Alabama","AL",2007,"AL2007.txt","Riley_Bob","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=03/06/2007",
"Alabama","AL",2008,"AL2008.txt","Riley_Bob","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=02/06/2008",
"Alabama","AL",2009,"AL2009.txt","Riley_Bob","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=02/03/2009",
"Alabama","AL",2010,"AL2010.txt","Riley_Bob","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=01/12/2010",
"Alabama","AL",2011,"AL2011.txt","Bentley_Robert","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=03/01/2011",
"Alabama","AL",2012,"AL2012.txt","Bentley_Robert","republican","sots","as prepared","http://www.stateofthestate.com/content.aspx?state=AL&date=02/07/2012",
"Alabama","AL",2013,"AL2013.txt","Bentley_Robert","republican","sots","as prepared","https://www.wsfa.com/story/20973303/transcript-alabama-state-of-the-state-address-2013/",
"Alabama","AL",2014,"AL2014.txt","Bentley_Robert","republican","sots","as prepared","https://www.al.com/wire/2014/01/what_gov_robert_bentley_said_t.html",
"Alabama","AL",2015,"AL2015.txt","Bentley_Robert","republican","sots","as prepared","https://www.al.com/news/2015/03/read_alabama_gov_robert_bentle.html",
"Alabama","AL",2016,"AL2016.txt","Bentley_Robert","republican","sots","as prepared","https://www.al.com/news/birmingham/2016/02/state_of_the_state_full_text_o.html",
"Alabama","AL",2017,"AL2017.txt","Bentley_Robert","republican","sots","as prepared","https://www.al.com/news/birmingham/2017/02/here_is_the_full_text_of_gov_b.html",
"Alabama","AL",2018,"AL2018.txt","Ivey_Kay","republican","sots","as prepared","https://governor.alabama.gov/newsroom/2018/01/2018-state-of-the-state-address/","Robert Bentley resigned in april 2017, succeeded by Lt. Gov. Ivey Kay"
"Alabama","AL",2019,"AL2019.txt","Ivey_Kay","republican","sots","as prepared","https://governor.alabama.gov/newsroom/2019/03/2019-state-of-the-state-address/",
"Alabama","AL",2020,"AL2020.txt","Ivey_Kay","republican","sots","as prepared","https://governor.alabama.gov/assets/2020/02/SOTS-Speech-2020-.pdf",
"Alabama","AL",2021,"AL2021.txt","Ivey_Kay","republican","sots","as prepared","https://web.archive.org/web/20210429162500/https://governor.alabama.gov/newsroom/2021/01/governor-iveys-state-of-the-state-address-2/",
"Alabama","AL",2022,"AL2022.txt","Ivey_Kay","republican","sots","as prepared","https://governor.alabama.gov/assets/2022/01/SOTS-2022-Embargoed-Copy.pdf",
"Arkansas","AR",1999,"AR1999.txt","Huckabee_Mike","republican","sots","as prepared","https://web.archive.org/web/20000817184032/http://www.state.ar.us/governor/press/011399-1.html",
"Arkansas","AR",2000,"AR2000.txt","Huckabee_Mike","republican","sots","as prepared","https://web.archive.org/web/20000817181701/http://www.state.ar.us/governor/press/040300-2.html",
"Arkansas","AR",2001,"AR2001.txt","Huckabee_Mike","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=AR&date=01/09/2001",
"Arkansas","AR",2003,"AR2003.txt","Huckabee_Mike","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=AR&date=01/14/2003",
"Arkansas","AR",2005,"AR2005.txt","Huckabee_Mike","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=AR&date=01/11/2005",
"Arkansas","AR",2007,"AR2007.txt","Beebe_Mike","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AR&date=01/10/2007",
"Arkansas","AR",2009,"AR2009.txt","Beebe_Mike","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AR&date=01/13/2009",
"Arkansas","AR",2011,"AR2011.txt","Beebe_Mike","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AR&date=01/11/2011",
"Arkansas","AR",2013,"AR2013.txt","Beebe_Mike","democratic","sots","as prepared","https://www.governing.com/news/state/Arkansas-Governor-Mike-Beebes-2013-Address.html",
"Arkansas","AR",2015,"AR2015.txt","Hutchinson_Asa","republican","sots","as prepared","https://web.archive.org/web/20160206092345/https://governor.arkansas.gov/speeches/detail/speech-to-the-arkansas-general-assembly/",
"Arkansas","AR",2016,"AR2016.txt","Hutchinson_Asa","republican","other","as prepared","https://governor.arkansas.gov/news-media/speeches/governors-address-to-90th-general-assembly-ahead-of-special-session-on-arka",
"Arkansas","AR",2017,"AR2017.txt","Hutchinson_Asa","republican","sots","as prepared","https://governor.arkansas.gov/news-media/speeches/state-of-the-state-address-91st-session-of-the-general-assembly",
"Arkansas","AR",2018,"AR2018.txt","Hutchinson_Asa","republican","sots","as prepared","https://governor.arkansas.gov/news-media/speeches/state-of-the-state",
"Arkansas","AR",2019,"AR2019.txt","Hutchinson_Asa","republican","sots","as prepared","https://governor.arkansas.gov/news-media/speeches/2019-state-of-the-state",
"Arkansas","AR",2020,"AR2020.txt","Hutchinson_Asa","republican","sots","as prepared","https://governor.arkansas.gov/news-media/speeches/2020-state-of-the-state-address",
"Arkansas","AR",2021,"AR2021.txt","Hutchinson_Asa","republican","sots","as prepared","https://web.archive.org/web/20210322160611/https://governor.arkansas.gov/images/uploads/210112_State_of_the_State.pdf",
"Arkansas","AR",2022,"AR2022.txt","Hutchinson_Asa","republican","sots","as prepared","https://d31hzlhk6di2h5.cloudfront.net/20220214/14/0f/7b/6d/3a993f0f1e840125314fbddb/2022_214_State_of_the_State_address__2_.pdf?_ga=2.10275317.198836430.1657633025-983940951.1657633025",
"Arizona","AZ",1998,"AZ1998.txt","Hull_Jane","republican","sots","as prepared","https://web.archive.org/web/20000817093715fw_/http://www.governor.state.az.us/news/speeches/index.html","Fife Symington resigned in september 1997, succeeded by St. Sec. Jane Hull"
"Arizona","AZ",1999,"AZ1999.txt","Hull_Jane","republican","sots","as prepared","https://web.archive.org/web/20000817093715fw_/http://www.governor.state.az.us/news/speeches/index.html",
"Arizona","AZ",2000,"AZ2000.txt","Hull_Jane","republican","sots","as prepared","https://web.archive.org/web/20000817093715fw_/http://www.governor.state.az.us/news/speeches/index.html",
"Arizona","AZ",2001,"AZ2001.txt","Hull_Jane","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/08/2001",
"Arizona","AZ",2002,"AZ2002.txt","Hull_Jane","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/14/2002",
"Arizona","AZ",2003,"AZ2003.txt","Napolitano_Janet","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/14/2003",
"Arizona","AZ",2004,"AZ2004.txt","Napolitano_Janet","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/13/2004",
"Arizona","AZ",2005,"AZ2005.txt","Napolitano_Janet","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/10/2005",
"Arizona","AZ",2006,"AZ2006.txt","Napolitano_Janet","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/09/2006",
"Arizona","AZ",2007,"AZ2007.txt","Napolitano_Janet","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/08/2007",
"Arizona","AZ",2008,"AZ2008.txt","Napolitano_Janet","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/14/2008",
"Arizona","AZ",2009,"AZ2009.txt","Napolitano_Janet","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/12/2009",
"Arizona","AZ",2010,"AZ2010.txt","Brewer_Janice","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/11/2010","Janet Napolitano resigned in january 2009, succeeded by St. Sec. Janice Brewer"
"Arizona","AZ",2011,"AZ2011.txt","Brewer_Janice","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/10/2011",
"Arizona","AZ",2012,"AZ2012.txt","Brewer_Janice","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=AZ&date=01/09/2012",
"Arizona","AZ",2013,"AZ2013.txt","Brewer_Janice","republican","sots","as prepared","https://www.governing.com/news/state/arizona-brewer-2013-speech.html",
"Arizona","AZ",2014,"AZ2014.txt","Brewer_Janice","republican","sots","as prepared","https://web.archive.org/web/20141212180028/http://azgovernor.gov/dms/upload/GS_011314_SOTS2014.pdf",
"Arizona","AZ",2015,"AZ2015.txt","Ducey_Doug","republican","sots","as prepared","https://web.archive.org/web/20150113151020/http://www.azgovernor.gov/governor/news/state-state-address",
"Arizona","AZ",2016,"AZ2016.txt","Ducey_Doug","republican","sots","as prepared","https://azgovernor.gov/governor/news/2016/01/arizona-state-state-address",
"Arizona","AZ",2017,"AZ2017.txt","Ducey_Doug","republican","sots","as prepared","https://azgovernor.gov/news/2017/01/watch-arizona-state-state-address",
"Arizona","AZ",2018,"AZ2018.txt","Ducey_Doug","republican","sots","as prepared","https://azgovernor.gov/governor/news/2018/01/watch-arizona-state-state-2018",
"Arizona","AZ",2019,"AZ2019.txt","Ducey_Doug","republican","sots","as prepared","https://azgovernor.gov/governor/news/2019/01/governor-ducey-delivers-state-state-address",
"Arizona","AZ",2020,"AZ2020.txt","Ducey_Doug","republican","sots","as prepared","https://azgovernor.gov/governor/news/2020/01/watch-governor-duceys-2020-state-state-address-arizona-way",
"Arizona","AZ",2021,"AZ2021.txt","Ducey_Doug","republican","sots","as prepared","https://azgovernor.gov/governor/news/2021/01/governor-ducey-delivers-state-state-address-outlines-2021-priorities",
"Arizona","AZ",2022,"AZ2022.txt","Ducey_Doug","republican","sots","as prepared","https://azgovernor.gov/governor/news/2022/01/watch-2022-state-state-address",
"California","CA",1995,"CA1995.txt","Wilson_Peter_B._'Pete'","republican","sots","as prepared","https://governors.library.ca.gov/addresses/s_36-Wilson07.html",
"California","CA",1996,"CA1996.txt","Wilson_Peter_B._'Pete'","republican","sots","as prepared","https://governors.library.ca.gov/addresses/s_36-Wilson08.html",
"California","CA",1997,"CA1997.txt","Wilson_Peter_B._'Pete'","republican","sots","as prepared","https://governors.library.ca.gov/addresses/s_36-Wilson05.html",
"California","CA",1998,"CA1998.txt","Wilson_Peter_B._'Pete'","republican","sots","as prepared","https://governors.library.ca.gov/addresses/s_36-Wilson06.html",
"California","CA",1999,"CA1999.txt","Davis_Gray","democratic","sots","as prepared","https://governors.library.ca.gov/addresses/s_37-davis1.html",
"California","CA",2000,"CA2000.txt","Davis_Gray","democratic","sots","as prepared","https://governors.library.ca.gov/addresses/s_37-davis2.html",
"California","CA",2001,"CA2001.txt","Davis_Gray","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/08/2001",
"California","CA",2002,"CA2002.txt","Davis_Gray","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/08/2002",
"California","CA",2003,"CA2003.txt","Davis_Gray","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/09/2003","Election has been recalled"
"California","CA",2004,"CA2004.txt","Schwarzenegger_Arnold","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/06/2004",
"California","CA",2005,"CA2005.txt","Schwarzenegger_Arnold","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/06/2005",
"California","CA",2006,"CA2006.txt","Schwarzenegger_Arnold","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/05/2006",
"California","CA",2007,"CA2007.txt","Schwarzenegger_Arnold","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/09/2007",
"California","CA",2008,"CA2008.txt","Schwarzenegger_Arnold","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/08/2008",
"California","CA",2009,"CA2009.txt","Schwarzenegger_Arnold","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/15/2009",
"California","CA",2010,"CA2010.txt","Schwarzenegger_Arnold","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/06/2010",
"California","CA",2011,"CA2011.txt","Brown_Edmund_G._'Jerry'_Jr.","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/31/2011",
"California","CA",2012,"CA2012.txt","Brown_Edmund_G._'Jerry'_Jr.","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CA&date=01/30/2012",
"California","CA",2013,"CA2013.txt","Brown_Edmund_G._'Jerry'_Jr.","democratic","sots","as prepared","https://www.ca.gov/archive/gov39/2013/01/24/news17906/index.html",
"California","CA",2014,"CA2014.txt","Brown_Edmund_G._'Jerry'_Jr.","democratic","sots","as prepared","https://www.ca.gov/archive/gov39/2014/01/22/news18373/index.html",
"California","CA",2015,"CA2015.txt","Brown_Edmund_G._'Jerry'_Jr.","democratic","inaug","as prepared","https://governors.library.ca.gov/addresses/39-JBrown04.html",
"California","CA",2016,"CA2016.txt","Brown_Edmund_G._'Jerry'_Jr.","democratic","sots","as prepared","https://www.ca.gov/archive/gov39/2016/01/21/news19280/index.html",
"California","CA",2017,"CA2017.txt","Brown_Edmund_G._'Jerry'_Jr.","democratic","sots","as prepared","https://www.ca.gov/archive/gov39/2017/01/24/news19669/index.html",
"California","CA",2018,"CA2018.txt","Brown_Edmund_G._'Jerry'_Jr.","democratic","sots","as prepared","https://www.ca.gov/archive/gov39/2018/01/25/governor-brown-delivers-2018-state-of-the-state-address-california-is-setting-the-pace-for-america/index.html",
"California","CA",2019,"CA2019.txt","Newsom_Gavin","democratic","sots","as prepared","https://www.gov.ca.gov/2019/02/12/state-of-the-state-address/",
"California","CA",2020,"CA2020.txt","Newsom_Gavin","democratic","sots","as prepared","https://www.gov.ca.gov/2020/02/19/governor-newsom-delivers-state-of-the-state-address-on-homelessness/",
"California","CA",2021,"CA2021.txt","Newsom_Gavin","democratic","sots","as prepared","https://www.gov.ca.gov/2021/03/09/governor-newsom-delivers-state-of-the-state-address-charting-californias-path-to-a-brighter-future/",
"California","CA",2022,"CA2022.txt","Newsom_Gavin","democratic","sots","as prepared","https://www.gov.ca.gov/2022/03/08/governor-newsom-delivers-state-of-the-state-address-3-8-22/",
"Colorado","CO",1999,"CO1999.txt","Owens_Bill","republican","sots","as prepared","https://web.archive.org/web/19990427072855/http://www.state.co.us/gov_dir/govnr_dir/1999sos.html",
"Colorado","CO",2000,"CO2000.txt","Owens_Bill","republican","sots","as prepared","https://web.archive.org/web/20000303101125/http://www.state.co.us/gov_dir/govnr_dir/2000sos.html",
"Colorado","CO",2001,"CO2001.txt","Owens_Bill","republican","sots","as prepared","https://web.archive.org/web/20011129153822/http://www.state.co.us/owenspress/01-08-01a_TEXT.htm",
"Colorado","CO",2002,"CO2002.txt","Owens_Bill","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/11/2002",
"Colorado","CO",2003,"CO2003.txt","Owens_Bill","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/17/2003",
"Colorado","CO",2004,"CO2004.txt","Owens_Bill","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/09/2004",
"Colorado","CO",2005,"CO2005.txt","Owens_Bill","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/14/2005",
"Colorado","CO",2006,"CO2006.txt","Owens_Bill","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/12/2006",
"Colorado","CO",2007,"CO2007.txt","Ritter_Bill","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/11/2007",
"Colorado","CO",2008,"CO2008.txt","Ritter_Bill","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/10/2008",
"Colorado","CO",2009,"CO2009.txt","Ritter_Bill","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/08/2009",
"Colorado","CO",2010,"CO2010.txt","Ritter_Bill","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/14/2010",
"Colorado","CO",2011,"CO2011.txt","Hickenlooper_John","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/13/2011",
"Colorado","CO",2012,"CO2012.txt","Hickenlooper_John","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CO&date=01/12/2012",
"Colorado","CO",2013,"CO2013.txt","Hickenlooper_John","democratic","sots","as prepared","https://www.governing.com/news/state/colorado-hickenlooper-2013-speech.html",
"Colorado","CO",2014,"CO2014.txt","Hickenlooper_John","democratic","sots","as prepared","https://web.archive.org/web/20180802190214/https://www.colorado.gov/governor/2014-state-state-address",
"Colorado","CO",2015,"CO2015.txt","Hickenlooper_John","democratic","sots","as prepared","https://web.archive.org/web/20180802190200/https://www.colorado.gov/governor/2015-state-state-address",
"Colorado","CO",2016,"CO2016.txt","Hickenlooper_John","democratic","sots","as prepared","https://web.archive.org/web/20180802190136/https://www.colorado.gov/governor/news/2016-state-state-address",
"Colorado","CO",2017,"CO2017.txt","Hickenlooper_John","democratic","sots","as prepared","https://web.archive.org/web/20180802190122/https://www.colorado.gov/governor/2017-state-state-address",
"Colorado","CO",2018,"CO2018.txt","Hickenlooper_John","democratic","sots","as prepared","https://web.archive.org/web/20180802190050/https://www.colorado.gov/governor/2018-state-state-address",
"Colorado","CO",2019,"CO2019.txt","Polis_Jared","democratic","sots","as prepared","https://www.cpr.org/2019/01/10/transcript-video-gov-jared-polis-first-colorado-state-of-the-state-address/",
"Colorado","CO",2020,"CO2020.txt","Polis_Jared","democratic","sots","as prepared","https://www.cpr.org/2020/01/09/transcript-video-gov-jared-polis-2020-colorado-state-of-the-state-address/",
"Colorado","CO",2021,"CO2021.txt","Polis_Jared","democratic","sots","as prepared","https://www.colorado.gov/governor/news/4296-governor-jared-polis-delivers-2021-state-state-address",
"Colorado","CO",2022,"CO2022.txt","Polis_Jared","democratic","sots","as prepared","https://www.colorado.gov/governor/news/7081-governor-jared-polis-provides-hope-and-plan-save-coloradans-money-2022-state-state",
"Connecticut","CT",1996,"CT1996.txt","Rowland_John_G.","republican","sots","as prepared","https://web.archive.org/web/19961206040810/http://www.state.ct.us/governor/govpag.htm#State%20of%20the%20State%20Address",
"Connecticut","CT",1997,"CT1997.txt","Rowland_John_G.","republican","sots","as prepared","https://web.archive.org/web/20020306164921/http://www.state.ct.us/governor/news/97stateofstate.htm",
"Connecticut","CT",1998,"CT1998.txt","Rowland_John_G.","republican","budg","as prepared","https://web.archive.org/web/20021107132233/http://www.state.ct.us/governor/news/budget.htm",
"Connecticut","CT",1999,"CT1999.txt","Rowland_John_G.","republican","sots","as prepared","https://web.archive.org/web/20020619163122/http://www.state.ct.us/governor/news/99stateofstate.htm",
"Connecticut","CT",2000,"CT2000.txt","Rowland_John_G.","republican","budg","as prepared","https://web.archive.org/web/20011031085542/http://www.state.ct.us/governor/news/sos2000.htm",
"Connecticut","CT",2001,"CT2001.txt","Rowland_John_G.","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=01/03/2001",
"Connecticut","CT",2002,"CT2002.txt","Rowland_John_G.","republican","budg","as prepared","https://web.archive.org/web/20020815192001/http://www.state.ct.us/governor/news/budget2002.htm",
"Connecticut","CT",2003,"CT2003.txt","Rowland_John_G.","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=01/08/2003",
"Connecticut","CT",2004,"CT2004.txt","Rowland_John_G.","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=02/05/2004",
"Connecticut","CT",2005,"CT2005.txt","Rell_M._Jodi","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=01/05/2005","John Rowland resigned in july 2004, succeeded by Lt. Gov. Jodi Rell"
"Connecticut","CT",2006,"CT2006.txt","Rell_M._Jodi","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=02/08/2006",
"Connecticut","CT",2007,"CT2007.txt","Rell_M._Jodi","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=02/07/2007",
"Connecticut","CT",2008,"CT2008.txt","Rell_M._Jodi","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=02/06/2008",
"Connecticut","CT",2009,"CT2009.txt","Rell_M._Jodi","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=01/07/2009",
"Connecticut","CT",2010,"CT2010.txt","Rell_M._Jodi","republican","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=02/03/2010",
"Connecticut","CT",2011,"CT2011.txt","Malloy_Dannel","democratic","inaug","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=01/05/2011",
"Connecticut","CT",2012,"CT2012.txt","Malloy_Dannel","democratic","sots","as prepared","http://stateofthestate.com/content.aspx?state=CT&date=02/08/2012",
"Connecticut","CT",2013,"CT2013.txt","Malloy_Dannel","democratic","sots","as prepared","https://web.archive.org/web/20180709155421/https://portal.ct.gov/Office-of-the-Governor/Press-Room/Speeches/Governor-Dannel-P-Malloys-2013-State-of-the-State-Address",
